codigo,descricao,fonte,qtd_palavras,qtd_caracteres,qtd_palavras_longas,qtd_sinais_morfologicos,tem_sigla,tem_abreviacao,qtd_termos_decs,score,complexidade
0409070297,VULVECTOMIA AMPLIADA COM LINFADENECTOMIA,SIGTAP,4,40,1,2,0,0,2,0.233,alta
0409070300,VULVECTOMIA SIMPLES,SIGTAP,2,19,0,1,0,0,1,0.114,media
0409070319,REDESIGNAÇÃO SEXUAL NO SEXO FEMININO I,SIGTAP,6,38,1,0,0,0,2,0.168,alta
0410010014,DRENAGEM DE ABSCESSO DE MAMA,SIGTAP,5,28,0,0,0,0,2,0.163,media
0410010022,ESVAZIAMENTO PERCUTANEO DE CISTO MAMARIO,SIGTAP,5,40,1,0,0,0,1,0.092,baixa
0410010030,EXERESE DE MAMA SUPRANUMERARIA,SIGTAP,4,30,1,0,0,0,1,0.087,baixa
0410010049,EXERESE DE MAMILO,SIGTAP,3,17,0,0,0,0,0,0.01,baixa
0410010057,MASTECTOMIA RADICAL C/ LINFADENECTOMIA,SIGTAP,4,38,1,2,0,0,2,0.233,alta
0410010065,MASTECTOMIA SIMPLES,SIGTAP,2,19,0,1,0,0,1,0.114,media
0410010073,PLASTICA MAMÁRIA FEMININA NAO ESTETICA,SIGTAP,5,38,0,0,0,0,2,0.163,media
0410010081,PLASTICA MAMÁRIA MASCULINA,SIGTAP,3,26,0,0,0,0,1,0.082,baixa
0410010090,PLASTICA MAMÁRIA RECONSTRUTIVA PÓS MASTECTOMIA C/ IMPLANTE DE PRÓTESE,SIGTAP,9,69,1,1,0,0,3,0.293,alta
0410010103,REVERSAO DE MAMILO INVERTIDO,SIGTAP,4,28,0,0,0,0,0,0.015,baixa
0410010111,SETORECTOMIA / QUADRANTECTOMIA,SIGTAP,2,30,2,2,0,0,1,0.152,media
0410010120,SETORECTOMIA / QUADRANTECTOMIA C/ ESVAZIAMENTO GANGLIONAR,SIGTAP,5,57,3,2,0,0,1,0.167,media
0410010138,RETIRADA DE PRÓTESE MAMÁRIA UNILATERAL EM CASOS DE COMPLICAÇÃO DA PRÓTESE MAMÁRIA IMPLANTADA,SIGTAP,13,92,0,0,0,0,2,0.204,alta
0410010146,RETIRADA DE PRÓTESE MAMÁRIA BILATERAL EM CASOS DE COMPLICAÇÃO DA PRÓTESE MAMÁRIA IMPLANTADA,SIGTAP,13,91,0,0,0,0,2,0.204,alta
0410010154,"RETIRADA DE PRÓTESE MAMÁRIA UNILATERAL EM CASOS DE COMPLICAÇÃO DE IMPLANTAÇÃO DA PRÓTESE, COM IMPLANTAÇÃO DE NOVA PRÓTESE, NO MESMO ATO CIRÚRGICO",SIGTAP,22,145,0,0,0,0,1,0.179,alta
0410010162,"RETIRADA DE PRÓTESE MAMÁRIA BILATERAL EM CASOS DE COMPLICAÇÃO DE IMPLANTAÇÃO DA PRÓTESE, COM IMPLANTAÇÃO DE NOVA PRÓTESE NO MESMO ATO CIRÚRGICO",SIGTAP,22,143,0,0,0,0,2,0.251,alta
0410010197,MASTECTOMIA SIMPLES BILATERAL SOB PROCESSO TRANSEXUALIZADOR,SIGTAP,6,59,1,1,0,0,1,0.135,media
0410010200,PLÁSTICA MAMÁRIA RECONSTRUTIVA BILATERAL INCLUINDO PRÓTESE MAMÁRIA DE SILICONE BILATERAL NO PROCESSO TRANSEXUALIZADOR,SIGTAP,13,117,2,0,0,0,2,0.204,alta
0410010219,RECONSTRUÇÃO MAMÁRIA PÓS-MASTECTOMIA TOTAL,SIGTAP,5,42,1,1,0,0,1,0.129,media
0411010018,DESCOLAMENTO MANUAL DE PLACENTA,SIGTAP,4,31,1,0,0,0,1,0.087,baixa
0411010026,OPERAÇÃO CESARIANA EM GESTAÇÃO DE ALTO RISCO,SIGTAP,7,44,0,0,0,0,2,0.174,alta
0411010034,OPERAÇÃO CESARIANA,SIGTAP,2,18,0,0,0,0,1,0.077,baixa
0411010042,OPERAÇÃO CESARIANA COM LAQUEADURA TUBARIA,SIGTAP,5,41,0,0,0,0,2,0.163,media
0411010050,REDUCAO MANUAL DE INVERSAO UTERINA AGUDA POS-PARTO,SIGTAP,8,50,0,0,0,0,1,0.107,media
0411010069,RESSUTURA DE EPISIORRAFIA POS-PARTO,SIGTAP,5,35,1,0,0,0,0,0.021,baixa
0411010077,SUTURA DE LACERACOES DE TRAJETO PELVICO,SIGTAP,6,39,0,0,0,0,2,0.168,alta
0411010085,TRATAMENTO CIRURGICO DE INVERSAO UTERINA AGUDA POS PARTO,SIGTAP,8,56,0,0,0,0,4,0.322,alta
0411020013,CURETAGEM POS-ABORTAMENTO / PUERPERAL,SIGTAP,4,37,0,0,0,0,0,0.015,baixa
0411020021,EMBRIOTOMIA,SIGTAP,1,11,0,1,0,0,1,0.109,media
0411020030,HISTERECTOMIA PUERPERAL,SIGTAP,2,23,1,1,0,0,1,0.114,media
0411020048,TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA,SIGTAP,5,41,0,0,0,0,2,0.163,media
0412010011,BRONCOTOMIA E/OU BRONCORRAFIA,SIGTAP,4,29,1,1,0,0,0,0.053,baixa
0412010020,COLOCAÇÃO DE MOLDE BRÔNQUICO POR TORACOTOMIA,SIGTAP,6,44,0,1,0,0,1,0.135,media
0412010038,"COLOCAÇÃO DE PRÓTESE LARINGO-TRAQUEAL, TRAQUEAL, TRAQUEO-BRÔNQUICA, BRÔNQUICA POR VIA ENDOSCOPICA (INCLUI PRÓTESE)",SIGTAP,14,114,0,0,0,0,1,0.138,media
0412010046,COLOCACAO DE PRÓTESE LARINGO TRAQUEAL/ TRAQUEO-BRÔNQUICA (INCLUI PRÓTESE),SIGTAP,9,73,0,0,0,0,1,0.112,media
0412010062,PUNCAO DE TRAQUEIA C/ ASPIRACAO,SIGTAP,5,31,0,0,0,0,1,0.092,baixa
0412010070,"RESSECÇÃO DE TRAQUEIA MEDIASTINAL, CARINAL OU CARINOPLASTIA",SIGTAP,7,59,1,1,0,0,1,0.14,media
0412010089,RESSECÇÃO DE TUMOR DE TRAQUEIA COM ANASTOMOSE,SIGTAP,7,45,0,1,0,0,1,0.14,media
0412010097,TRAQUEOPLASTIA POR ACESSO TORÁCICO,SIGTAP,4,34,1,1,0,0,0,0.053,baixa
0412010100,TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA,SIGTAP,4,41,2,2,0,0,0,0.09,baixa
0412010119,TRAQUEORRAFIA E/OU FECHAMENTO DE FÍSTULA TRAQUEO-CUTÂNEA,SIGTAP,8,56,1,0,0,0,1,0.107,media
0412010127,TRAQUEOSTOMIA COM COLOCAÇÃO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA,SIGTAP,8,66,2,1,0,0,2,0.216,alta
0412010135,TRATAMENTO CIRURGICO DE FÍSTULA BRONCOPLEURAL COM AMPUTAÇÃO DE COTO BRÔNQUICO,SIGTAP,10,77,1,0,0,0,4,0.332,alta
0412010143,TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFÁGICA ADQUIRIDA,SIGTAP,6,58,1,0,0,0,2,0.168,alta
0412020017,MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR,SIGTAP,7,60,1,1,0,0,0,0.068,baixa
0412020025,MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR,SIGTAP,5,46,2,1,0,0,0,0.058,baixa
0412020033,MEDIASTINOTOMIA P/ DRENAGEM,SIGTAP,3,27,1,1,0,0,0,0.048,baixa
0412020050,RESSECÇÃO DE TUMOR DO MEDIASTINO,SIGTAP,5,32,0,0,0,0,1,0.092,baixa
0412020068,TIMECTOMIA,SIGTAP,1,10,0,1,0,0,1,0.109,media
0412020076,TRAQUEOSTOMIA MEDIASTINAL,SIGTAP,2,25,1,1,0,0,1,0.114,media
0412020084,TRATAMENTO DE MEDIASTINITE (QUALQUER VIA),SIGTAP,5,41,1,1,0,0,2,0.201,alta
0412030012,DESCORTICAÇÃO PULMONAR,SIGTAP,2,22,1,0,0,0,0,0.005,baixa
0412030047,FECHAMENTO DE PLEUROSTOMIA,SIGTAP,3,26,1,1,0,0,0,0.048,baixa
0412030055,PLEURECTOMIA,SIGTAP,1,12,1,1,0,0,0,0.038,baixa
0412030063,PLEUROTOMIA,SIGTAP,1,11,0,1,0,0,0,0.038,baixa
0412030071,REPLEÇÃO DE CAVIDADE PLEURAL COM SOLUÇÃO PARA TRATAMENTO DE EMPIEMA CRONICO,SIGTAP,11,75,0,0,0,0,3,0.266,alta
0412030080,TRATAMENTO DE COÁGULO RETIDO INTRATORÁCICO (QUALQUER VIA),SIGTAP,7,57,1,0,0,0,1,0.102,media
0412030098,PLEUROSTOMIA,SIGTAP,1,12,1,1,0,0,0,0.038,baixa
0412030101,DRENAGEM TUBULAR PLEURAL ABERTA (PLEUROSTOMIA),SIGTAP,5,46,1,1,0,0,0,0.058,baixa
0412030110,PLEURODESE,SIGTAP,1,10,0,0,0,0,1,0.071,baixa
0412030128,RETIRADA DE DRENO TUBULAR TORACICO,SIGTAP,5,34,0,0,0,0,0,0.021,baixa
0412040018,COSTECTOMIA,SIGTAP,1,11,0,1,0,0,0,0.038,baixa
0412040026,ESTERNECTOMIA COM OU SEM PRÓTESE,SIGTAP,5,32,1,1,0,0,1,0.129,media
0412040034,ESTERNECTOMIA SUBTOTAL,SIGTAP,2,22,1,1,0,0,0,0.043,baixa
0412040042,LIGADURA DO DUCTO TORÁCICO (QUALQUER MÉTODO),SIGTAP,6,44,0,0,0,0,2,0.168,alta
0412040050,MOBILIZACAO DE RETALHOS MUSCULARES / DO OMENTO,SIGTAP,6,46,0,0,0,0,1,0.097,media
0412040069,PLUMBAGEM EXTRAFASCIAL,SIGTAP,2,22,1,0,0,0,0,0.005,baixa
0412040085,REDUÇÃO CIRÚRGICA DE FRATURA DE COSTELA,SIGTAP,6,39,0,0,0,0,2,0.168,alta
0412040107,RESSECÇÃO DE TUMOR DO DIAFRAGMA E RECONSTRUÇÃO (QUALQUER TECNICA),SIGTAP,9,65,1,0,0,0,1,0.112,media
0412040115,RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA,SIGTAP,7,45,0,0,0,0,1,0.102,media
0412040123,TORACECTOMIA COM RECONSTRUÇÃO PARIETAL (POR PRÓTESE),SIGTAP,6,52,2,1,0,0,0,0.063,baixa
0412040131,TORACECTOMIA SEM RECONSTRUÇÃO PARIETAL,SIGTAP,4,38,2,1,0,0,0,0.053,baixa
0412040158,TORACOPLASTIA (QUALQUER TÉCNICA),SIGTAP,3,32,1,1,0,0,1,0.119,media
0412040166,TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,SIGTAP,5,41,1,1,0,0,1,0.129,media
0412040174,TORACOTOMIA EXPLORADORA,SIGTAP,2,23,0,1,0,0,1,0.114,media
0412040182,TRATAMENTO CIRÚRGICO DE DEFEITOS CONGÊNITOS DO TÓRAX,SIGTAP,7,52,0,0,0,0,3,0.245,alta
0412040190,"TRATAMENTO CIRURGICO DE FRATURA, NECROSE OU INFECÇÃO DO ESTERNO",SIGTAP,9,63,0,1,0,0,4,0.364,alta
0412040204,TRATAMENTO CIRURGICO DE FRATURAS DO GRADIL COSTAL,SIGTAP,7,49,0,0,0,0,1,0.102,media
0412040212,TRATAMENTO CIRURGICO DE PAREDE TORACICA,SIGTAP,5,39,0,0,0,0,2,0.163,media
0412040220,VAGOTOMIA TRONCULAR TERAPÊUTICA POR TORACOTOMIA,SIGTAP,5,47,0,2,0,0,3,0.31,alta
0412050013,BULECTOMIA UNI OU BILATERAL,SIGTAP,4,27,0,1,0,0,0,0.053,baixa
0412050030,LIGADURA DE ARTÉRIAS BRÔNQUICAS POR TORACOTOMIA PARA CONTROLE DE HEMOPTISE,SIGTAP,10,74,0,2,0,0,4,0.407,alta
0412050048,LOBECTOMIA PULMONAR,SIGTAP,2,19,0,1,0,0,0,0.043,baixa
0412050064,PNEUMOMECTOMIA,SIGTAP,1,14,1,1,0,0,0,0.038,baixa
0412050072,PNEUMONECTOMIA DE TOTALIZACAO,SIGTAP,3,29,1,1,0,0,1,0.119,media
0412050080,PNEUMORRAFIA,SIGTAP,1,12,1,1,0,0,0,0.038,baixa
0412050102,"RESSECÇÃO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO",SIGTAP,10,65,1,1,0,0,2,0.227,alta
0412050110,RESSECÇÃO PULMONAR ASSOCIADA A BRONCOPLASTIA/ ARTERIOPLASTIA,SIGTAP,6,60,2,2,0,0,0,0.101,media
0412050137,CIRURGIA REDUTORA DO VOLUME PULMONAR (QUALQUER MÉTODO),SIGTAP,7,54,0,0,0,0,1,0.102,media
0412050145,METASTASECTOMIA PULMONAR UNI OU BILATERAL (QUALQUER MÉTODO),SIGTAP,7,59,1,1,0,0,1,0.14,media
0412050153,TROMBOENDARTERECTOMIA PULMONAR,SIGTAP,2,30,1,1,0,0,1,0.114,media
0412050161,PNEUMOTOMIA COM RESSECÇÃO COSTAL PARA DRENAGEM CAVITÁRIA/RETIRADA DE CORPO ESTRANHO,SIGTAP,11,83,0,1,0,0,0,0.089,baixa
0412050170,TORACOCENTESE/DRENAGEM DE PLEURA,SIGTAP,4,32,1,0,0,0,1,0.087,baixa
0413010015,ATENDIMENTO DE URGENCIA EM MEDIO E GRANDE QUEIMADO,SIGTAP,8,50,0,0,0,0,1,0.107,media
0413010023,ATENDIMENTO DE URGÊNCIA EM PEQUENO QUEIMADO,SIGTAP,6,43,0,0,0,0,1,0.097,media
0413010031,CURATIVO EM GRANDE QUEIMADO,SIGTAP,4,27,0,0,0,0,1,0.087,baixa
0413010040,CURATIVO EM MEDIO QUEIMADO,SIGTAP,4,26,0,0,0,0,1,0.087,baixa
0413010058,CURATIVO EM PEQUENO QUEIMADO,SIGTAP,4,28,0,0,0,0,1,0.087,baixa
0413010066,TRATAMENTO DE GRANDE QUEIMADO,SIGTAP,4,29,0,0,0,0,1,0.087,baixa
0413010074,TRATAMENTO DE INTERCORRENCIA EM PACIENTE MEDIO E GRANDE QUEIMADO,SIGTAP,9,64,1,0,0,0,2,0.184,alta
0413010082,TRATAMENTO DE MEDIO QUEIMADO,SIGTAP,4,28,0,0,0,0,1,0.087,baixa
0413010090,TRATAMENTO DE PEQUENO QUEIMADO,SIGTAP,4,30,0,0,0,0,1,0.087,baixa
0413030016,LIPOASPIRAÇÃO DE GIBA OU REGIÃO SUBMANDIBULAR EM PACIENTES COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAL,SIGTAP,16,113,3,0,0,0,2,0.22,alta
0413030024,LIPOASPIRAÇÃO DE PAREDE ABDOMINAL OU DORSO EM PACIENTES COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAL,SIGTAP,16,110,2,0,0,0,3,0.291,alta
0413030032,LIPOENXERTIA DE GLÚTEO EM PACIENTE COM LIPODISTROFIA GLÚTEA DECORRENTE DO USO DE ANTI-RETROVIRAL,SIGTAP,14,96,2,0,0,0,2,0.21,alta
0413030040,"PREENCHIMENTO FACIAL COM POLIMETILMETACRILATO EM PACIENTE C/ LIPOATROFIA FACIAL CAUSADOS PELA REDUÇÃO DOS COXIS GORDUROSOS DAS REGIÕES MALAR, TEMPORAL E PRÉ-AURICULAR",SIGTAP,22,166,2,0,0,0,2,0.251,alta
0413030059,PREENCHIMENTO FACIAL COM TECIDO GORDUROSO EM PACIENTE COM LIPOATROFIA DE FACE DECORRENTE DO USO DE ANTI-RETROVIRAIS,SIGTAP,17,115,1,0,0,0,3,0.296,alta
0413030067,"RECONSTRUÇÃO GLÚTEA E/OU PERIANAL EM PACIENTE COM LIPODISTROFIA GLÚTEA DECORRENTE DO USO DE ANTI-RETROVIRAL, COM LIPOENXERTIA OU PMMA",SIGTAP,20,133,3,0,0,0,3,0.312,alta
0413030075,REDUÇÃO MAMÁRIA EM PACIENTE COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAIS,SIGTAP,12,83,1,0,0,0,2,0.199,alta
0413030083,TRATAMENTO DE GINECOMASTIA OU PSEUDOGINECOMASTIA EM PACIENTE COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAIS,SIGTAP,15,116,3,2,0,0,4,0.433,alta
0413040011,AUTONOMIZACAO DE RETALHO,SIGTAP,3,24,1,0,0,0,0,0.01,baixa
0413040020,CORREÇÃO DE RETRAÇÃO CICATRICIAL VÁRIOS ESTÁGIOS,SIGTAP,6,48,0,0,0,0,1,0.097,media
0413040038,DERMOLIPECTOMIA (1 OU 2 MEMBROS INFERIORES),SIGTAP,4,43,1,1,0,0,0,0.053,baixa
0413040046,DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLÁSTICA ABDOMINAL),SIGTAP,6,59,1,1,0,0,1,0.135,media
0413040054,DERMOLIPECTOMIA ABDOMINAL POS-CIRURGIA BARIATRICA,SIGTAP,5,49,1,1,0,0,0,0.058,baixa
0413040062,DERMOLIPECTOMIA BRAQUIAL POS-CIRURGIA BARIÁTRICA,SIGTAP,5,48,1,1,0,0,0,0.058,baixa
0413040070,DERMOLIPECTOMIA CRURAL POS-CIRURGIA BARIÁTRICA,SIGTAP,5,46,1,1,0,0,0,0.058,baixa
0413040089,MAMOPLASTIA PÓS-CIRURGIA BARIÁTRICA,SIGTAP,4,35,0,1,0,0,1,0.124,media
0413040097,PREPARO DE RETALHO,SIGTAP,3,18,0,0,0,0,0,0.01,baixa
0413040100,PREPARO DE TUBO PEDICULADO,SIGTAP,4,26,0,0,0,0,0,0.015,baixa
0413040119,RECONSTRUCAO DE LÓBULO DA ORELHA,SIGTAP,5,32,1,0,0,0,1,0.092,baixa
0413040127,RECONSTRUCAO DE POLO SUPERIOR DA ORELHA,SIGTAP,6,39,1,0,0,0,1,0.097,media
0413040135,RECONSTRUCAO DO HELIX DA ORELHA,SIGTAP,5,31,1,0,0,0,1,0.092,baixa
0413040143,RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS),SIGTAP,6,49,1,0,0,0,1,0.097,media
0413040151,TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO,SIGTAP,4,38,2,0,0,0,0,0.015,baixa
0413040160,TRATAMENTO CIRURGICO DE ELEFANTIASE AO NÍVEL DO PÈ,SIGTAP,8,50,0,0,0,0,3,0.25,alta
0413040178,TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA,SIGTAP,10,70,0,0,0,0,3,0.26,alta
0413040186,TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA,SIGTAP,7,53,0,0,0,0,2,0.174,alta
0413040194,TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO,SIGTAP,7,56,0,0,0,0,2,0.174,alta
0413040208,TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DOS DEDOS DA MAO/PE S/ COMPROMETIMENTO TENDINOSO,SIGTAP,13,93,1,0,0,0,1,0.133,media
0413040216,TRATAMENTO CIRÚRGICO DE RETRAÇÃO CICATRICIAL EM UM ESTÁGIO,SIGTAP,8,58,0,0,0,0,2,0.179,alta
0413040224,TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIÃO POPLITEA,SIGTAP,8,63,0,1,0,0,1,0.145,media
0413040232,TRATAMENTO CIRURGICO NAO ESTÉTICO DA ORELHA,SIGTAP,6,43,0,0,0,0,2,0.168,alta
0413040240,TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO,SIGTAP,10,64,0,0,0,0,3,0.26,alta
0413040259,DERMOLIPECTOMIA ABDOMINAL CIRCUNFERENCIAL PÓS CIRURGIA BARIATRICA,SIGTAP,6,65,2,1,0,0,2,0.206,alta
0413040267,RECONSTRUÇÃO POR MICROCIRURGIA QUALQUER PARTE,SIGTAP,5,45,2,0,0,0,1,0.092,baixa
0414010027,MOLDAGEM / IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO),SIGTAP,7,55,0,0,0,0,2,0.174,alta
0414010035,MOLDAGEM / IMPLANTE EM PELE / MUCOSA (POR TRATAMENTO COMPLETO),SIGTAP,8,62,0,0,0,0,3,0.25,alta
0414010256,TRATAMENTO CIRÚRGICO DE FÍSTULA ORO-SINUSAL / ORO-NASAL,SIGTAP,8,55,0,0,0,0,2,0.179,alta
0414010272,TRATAMENTO CIRÚRGICO DE FÍSTULA CUTÂNEA DE ORIGEM DENTÁRIA,SIGTAP,8,58,0,0,0,0,2,0.179,alta
0414010329,TRATAMENTO CIRÚRGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR,SIGTAP,8,59,0,0,0,0,1,0.107,media
0414010345,EXCISÃO DE CÁLCULO DE GLÂNDULA SALIVAR,SIGTAP,6,38,0,0,0,0,0,0.026,baixa
0414010361,EXERESE DE CISTO ODONTOGÊNICO E NÃO-ODONTOGÊNICO,SIGTAP,7,48,2,0,0,0,0,0.031,baixa
0414010370,TRATAMENTO CIRÚRGICO DE DENTE INCLUSO EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL,SIGTAP,12,88,1,2,0,0,4,0.417,alta
0414010388,TRATAMENTO CIRÚRGICO DE FÍSTULA INTRA / EXTRAORAL,SIGTAP,6,49,0,0,0,0,2,0.168,alta
0414020022,APICECTOMIA COM OU SEM OBTURAÇÃO RETRÓGRADA,SIGTAP,6,43,0,1,0,0,2,0.206,alta
0414020030,APROFUNDAMENTO DE VESTÍBULO ORAL (POR SEXTANTE),SIGTAP,6,47,1,0,0,0,0,0.026,baixa
0414020049,CORREÇÃO DE BRIDAS MUSCULARES,SIGTAP,4,29,0,0,0,0,0,0.015,baixa
0414020057,CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR,SIGTAP,6,47,1,0,0,0,0,0.026,baixa
0414020065,CORREÇÃO DE TUBEROSIDADE DO MAXILAR,SIGTAP,5,35,1,0,0,0,0,0.021,baixa
0414020073,CURETAGEM PERIAPICAL,SIGTAP,2,20,0,0,0,0,0,0.005,baixa
0414020081,ENXERTO GENGIVAL,SIGTAP,2,16,0,0,0,0,0,0.005,baixa
0414020090,ENXERTO ÓSSEO DE ÁREA DOADORA INTRABUCAL,SIGTAP,6,40,0,0,0,0,2,0.168,alta
0414020120,EXODONTIA DE DENTE DECÍDUO,SIGTAP,4,26,0,0,0,0,2,0.158,media
0414020138,EXODONTIA DE DENTE PERMANENTE,SIGTAP,4,29,0,0,0,0,2,0.158,media
0414020146,EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE,SIGTAP,6,50,1,1,0,0,2,0.206,alta
0414020154,GENGIVECTOMIA (POR SEXTANTE),SIGTAP,3,28,1,1,0,0,1,0.119,media
0414020162,GENGIVOPLASTIA (POR SEXTANTE),SIGTAP,3,29,1,1,0,0,1,0.119,media
0414020170,GLOSSORRAFIA,SIGTAP,1,12,1,0,0,0,0,0.0,baixa
0414020200,MARSUPIALIZAÇÃO DE CISTOS E PSEUDOCISTOS,SIGTAP,5,40,2,0,0,0,0,0.021,baixa
0414020219,ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO,SIGTAP,3,41,2,2,0,0,0,0.085,baixa
0414020243,REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO),SIGTAP,6,46,0,0,0,0,2,0.168,alta
0414020278,REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO),SIGTAP,6,45,0,0,0,0,2,0.168,alta
0414020294,REMOÇÃO DE TORUS E EXOSTOSES,SIGTAP,5,28,0,1,0,0,1,0.129,media
0414020359,TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL,SIGTAP,6,46,0,1,0,0,2,0.206,alta
0414020367,TRATAMENTO CIRÚRGICO PARA TRACIONAMENTO DENTAL,SIGTAP,5,46,1,0,0,0,1,0.092,baixa
0414020375,TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE),SIGTAP,5,47,0,0,0,0,1,0.092,baixa
0414020383,TRATAMENTO DE ALVEOLITE,SIGTAP,3,23,0,1,0,0,2,0.191,alta
0414020405,ULOTOMIA/ULECTOMIA,SIGTAP,2,18,0,2,0,0,0,0.08,baixa
0414020413,TRATAMENTO ODONTOLÓGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS,SIGTAP,7,65,2,0,0,0,1,0.102,media
0414020421,IMPLANTE DENTÁRIO OSTEOINTEGRADO,SIGTAP,3,32,1,1,0,0,1,0.119,media
0414020430,EXODONTIA DE DENTE SUPRANUMERÁRIO,SIGTAP,4,33,1,0,0,0,2,0.158,media
0415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS,SIGTAP,4,33,0,0,0,0,1,0.087,baixa
0415020018,PROCEDIMENTOS SEQUENCIAIS DE CIRURGIA PLÁSTICA REPARADORA PÓS -CIRURGIA BARIATRICA,SIGTAP,9,82,1,0,0,0,2,0.184,alta
0415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS,SIGTAP,5,46,1,0,0,0,0,0.021,baixa
0415020042,PROCEDIMENTOS SEQUENCIAIS EM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL,SIGTAP,7,63,2,2,0,0,1,0.177,alta
0415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA,SIGTAP,4,38,1,0,0,0,1,0.087,baixa
0415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA,SIGTAP,4,38,1,0,0,0,1,0.087,baixa
0415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA,SIGTAP,4,42,2,1,0,0,1,0.124,media
0415020085,PROCEDIMENTOS SEQUENCIAIS EM REDESIGNAÇÃO SEXUAL,SIGTAP,5,48,2,0,0,0,0,0.021,baixa
0415030013,TRATAMENTO CIRURGICO EM POLITRAUMATIZADO,SIGTAP,4,40,1,0,0,0,1,0.087,baixa
0415040027,DEBRIDAMENTO DE FASCEITE NECROTIZANTE,SIGTAP,4,37,2,1,0,0,0,0.053,baixa
0415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS,SIGTAP,6,50,2,0,0,0,1,0.097,media
0415040043,DEBRIDAMENTO DE ULCERA / NECROSE,SIGTAP,4,32,1,1,0,0,2,0.196,alta
0415040051,DRENAGEM DE COLECOES VISCERAIS / CAVITARIAS POR CATETERISMO,SIGTAP,7,59,0,0,0,0,2,0.174,alta
0416010016,AMPUTAÇÃO DE PÊNIS EM ONCOLOGIA,SIGTAP,5,31,0,0,0,0,3,0.235,alta
0416010024,CISTECTOMIA COM DERIVACAO EM 1SÓ TEMPO EM ONCOLOGIA,SIGTAP,8,51,0,1,0,0,3,0.288,alta
0416010040,CISTOENTEROPLASTIA EM ONCOLOGIA,SIGTAP,3,31,1,1,0,0,1,0.119,media
0416010075,NEFRECTOMIA TOTAL EM ONCOLOGIA,SIGTAP,4,30,0,1,0,0,2,0.196,alta
0416010091,NEFROURETERECTOMIA TOTAL EM ONCOLOGIA,SIGTAP,4,37,1,1,0,0,2,0.196,alta
0416010113,ORQUIECTOMIA UNILATERAL EM ONCOLOGIA,SIGTAP,4,36,1,1,0,0,2,0.196,alta
0416010121,PROSTATECTOMIA EM ONCOLOGIA,SIGTAP,3,27,1,1,0,0,2,0.191,alta
0416010130,PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA,SIGTAP,4,43,1,1,0,0,1,0.124,media
0416010164,RESSECCAO DE TUMORES MÁLTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA,SIGTAP,11,75,0,0,0,0,2,0.194,alta
